"f" "voor" "ref" "hyp"
"484" "07072022_result.TextGrid" 22 "have" "####"
"485" "07072022_result.TextGrid" 22 "a" "juheva"
"486" "07072022_result.TextGrid" 22 "pretty" "pudi"
"487" "07072022_result.TextGrid" 22 "long" "long"
"488" "07072022_result.TextGrid" 23 "isegi" "####"
"489" "07072022_result.TextGrid" 23 "mina" "####"
"490" "07072022_result.TextGrid" 23 "käinud" "####"
"491" "07072022_result.TextGrid" 23 "jaa" "ja"
"492" "07072022_result.TextGrid" 23 "mina" "mina"
"493" "07072022_result.TextGrid" 24 "käisin" "käisin"
"494" "07072022_result.TextGrid" 24 "ka" "ka"
"495" "07072022_result.TextGrid" 24 "niimoodi" "niimoodi"
"496" "07072022_result.TextGrid" 24 "et" "et"
"497" "07072022_result.TextGrid" 24 "seal" "seal"
"498" "07072022_result.TextGrid" 24 "oli" "oli"
"499" "07072022_result.TextGrid" 24 "nagu" "nagu"
"500" "07072022_result.TextGrid" 24 "mina" "mina"
"501" "07072022_result.TextGrid" 24 "ja" "ja"
"502" "07072022_result.TextGrid" 24 "see" "see"
"503" "07072022_result.TextGrid" 24 "kellega" "kellega"
"504" "07072022_result.TextGrid" 24 "ma" "ma"
"505" "07072022_result.TextGrid" 24 "sinna" "sinna"
"506" "07072022_result.TextGrid" 24 "läksin" "läksin"
"507" "07072022_result.TextGrid" 24 "ja" "ja"
"508" "07072022_result.TextGrid" 24 "ma" "ma"
"509" "07072022_result.TextGrid" 24 "ei" "ei"
"510" "07072022_result.TextGrid" 24 "mäleta" "mäleta"
"511" "07072022_result.TextGrid" 24 "kes" "kes"
"512" "07072022_result.TextGrid" 24 "see" "see"
"513" "07072022_result.TextGrid" 24 "oli" "oli"
"514" "07072022_result.TextGrid" 24 "mhmh" "####"
"515" "07072022_result.TextGrid" 25 "ei" "ei"
"516" "07072022_result.TextGrid" 25 "noh" "noh"
"517" "07072022_result.TextGrid" 25 "####" "nagu"
"518" "07072022_result.TextGrid" 25 "nagu" "disclaim"
"519" "07072022_result.TextGrid" 25 "disclaimer" "oli"
"520" "07072022_result.TextGrid" 25 "selles" "selles"
"521" "07072022_result.TextGrid" 25 "mõttes" "mõttes"
"522" "07072022_result.TextGrid" 25 "et" "et"
"523" "07072022_result.TextGrid" 25 "mina" "####"
"524" "07072022_result.TextGrid" 25 "ei" "mina"
"525" "07072022_result.TextGrid" 25 "olin" "olin"
"526" "07072022_result.TextGrid" 25 "see" "see"
"527" "07072022_result.TextGrid" 25 "tüüp" "tüüp"
"528" "07072022_result.TextGrid" 25 "kes" "kes"
"529" "07072022_result.TextGrid" 25 "oli" "oli"
"530" "07072022_result.TextGrid" 25 "pigem" "pigem"
"531" "07072022_result.TextGrid" 25 "kuskil" "kuskil"
"532" "07072022_result.TextGrid" 25 "levikas" "levikas"
"533" "07072022_result.TextGrid" 25 "mingino" "mingi"
"534" "07072022_result.TextGrid" 25 "ma" "ma"
"535" "07072022_result.TextGrid" 25 "olin" "olin"
"536" "07072022_result.TextGrid" 25 "levikas" "levikas"
"537" "07072022_result.TextGrid" 25 "ka" "####"
"538" "07072022_result.TextGrid" 25 "i" "####"
"539" "07072022_result.TextGrid" 25 "i" "####"
"540" "07072022_result.TextGrid" 25 "was" "####"
"541" "07072022_result.TextGrid" 26 "aga" "####"
"542" "07072022_result.TextGrid" 26 "levikas" "levikas"
"543" "07072022_result.TextGrid" 26 "oli" "oli"
"544" "07072022_result.TextGrid" 26 "nagu" "nagu"
"545" "07072022_result.TextGrid" 26 "jah" "jah"
"546" "07072022_result.TextGrid" 26 "aga" "aga"
"547" "07072022_result.TextGrid" 26 "levikas" "levikas"
"548" "07072022_result.TextGrid" 26 "oli" "oli"
"549" "07072022_result.TextGrid" 26 "nagu" "nagu"
"550" "07072022_result.TextGrid" 26 "kogu" "kogu"
"551" "07072022_result.TextGrid" 26 "aeg" "aeg"
"552" "07072022_result.TextGrid" 26 "lahti" "lahti"
"553" "07072022_result.TextGrid" 26 "nii" "nii"
"554" "07072022_result.TextGrid" 26 "et" "et"
"555" "07072022_result.TextGrid" 26 "ma" "ma"
"556" "07072022_result.TextGrid" 26 "ei" "ei"
"557" "07072022_result.TextGrid" 26 "tea" "tea"
"558" "07072022_result.TextGrid" 26 "mu" "####"
"559" "07072022_result.TextGrid" 26 "mulle" "mulle"
"560" "07072022_result.TextGrid" 26 "kuidagi" "kuidagi"
"561" "07072022_result.TextGrid" 26 "ma" "ma"
"562" "07072022_result.TextGrid" 26 "olin" "olin"
"563" "07072022_result.TextGrid" 26 "ka" "ka"
"564" "07072022_result.TextGrid" 26 "ilmselt" "ilmselt"
"565" "07072022_result.TextGrid" 26 "sügavalt" "sügavalt"
"566" "07072022_result.TextGrid" 26 "kapis" "kapis"
"567" "07072022_result.TextGrid" 26 "ja" "ja"
"568" "07072022_result.TextGrid" 26 "vihkasin" "vihkasin"
"569" "07072022_result.TextGrid" 26 "ennast" "ennast"
"570" "07072022_result.TextGrid" 26 "et" "et"
"571" "07072022_result.TextGrid" 26 "selles" "selles"
"572" "07072022_result.TextGrid" 26 "mõttes" "####"
"573" "07072022_result.TextGrid" 26 "et" "suhtes"
"574" "07072022_result.TextGrid" 26 "põhimõtteliselt" "põhimõtteliselt"
"575" "07072022_result.TextGrid" 26 "ei" "ei"
"576" "07072022_result.TextGrid" 26 "jõudnud" "jõudnud"
"577" "07072022_result.TextGrid" 26 "sellepärast" "sellepärast"
"578" "07072022_result.TextGrid" 27 "ma" "ma"
"579" "07072022_result.TextGrid" 27 "tean" "tean"
"580" "07072022_result.TextGrid" 27 "et" "et"
"581" "07072022_result.TextGrid" 27 "on" "on"
"582" "07072022_result.TextGrid" 27 "üks" "üks"
"583" "07072022_result.TextGrid" 27 "tüüp" "tüüp"
"584" "07072022_result.TextGrid" 27 "kelle" "kelle"
"585" "07072022_result.TextGrid" 27 "nimi" "nimi"
"586" "07072022_result.TextGrid" 27 "mul" "mul"
"587" "07072022_result.TextGrid" 27 "ei" "ei"
"588" "07072022_result.TextGrid" 27 "tule" "tule"
"589" "07072022_result.TextGrid" 27 "meelde" "meelde"
"590" "07072022_result.TextGrid" 27 "ma" "ma"
"591" "07072022_result.TextGrid" 27 "peaks" "peaks"
"592" "07072022_result.TextGrid" 27 "selle" "selle"
"593" "07072022_result.TextGrid" 27 "üles" "üles"
"594" "07072022_result.TextGrid" 27 "otsima" "otsima"
"595" "07072022_result.TextGrid" 27 "minu" "minu"
"596" "07072022_result.TextGrid" 27 "meelest" "meelest"
"597" "07072022_result.TextGrid" 27 "ma" "ma"
"598" "07072022_result.TextGrid" 27 "anne" "anne"
"599" "07072022_result.TextGrid" 27 "####" "vetiku"
"600" "07072022_result.TextGrid" 27 "vetiku" "materialismi"
"601" "07072022_result.TextGrid" 27 "materialismisaates" "saates"
"602" "07072022_result.TextGrid" 27 "rääkisin" "rääkisin"
"603" "07072022_result.TextGrid" 27 "sellest" "sellest"
"604" "07072022_result.TextGrid" 27 "ka" "ka"
"605" "07072022_result.TextGrid" 27 "et" "et"
"606" "07072022_result.TextGrid" 27 "et" "et"
"607" "07072022_result.TextGrid" 27 "oli" "oli"
"608" "07072022_result.TextGrid" 27 "üks" "üks"
"609" "07072022_result.TextGrid" 27 "tüüp" "tüüp"
"610" "07072022_result.TextGrid" 27 "kes" "kes"
"611" "07072022_result.TextGrid" 27 "oli" "oli"
"612" "07072022_result.TextGrid" 27 "niiöelda" "niiöelda"
"613" "07072022_result.TextGrid" 27 "lauljana" "lauljana"
"614" "07072022_result.TextGrid" 27 "või" "või"
"615" "07072022_result.TextGrid" 27 "kabareelauljana" "kabareelauljana"
"616" "07072022_result.TextGrid" 27 "tegi" "tegi"
"617" "07072022_result.TextGrid" 27 "see" "see"
"618" "07072022_result.TextGrid" 28 "kelle" "kelle"
"619" "07072022_result.TextGrid" 28 "nimi" "nimi"
"620" "07072022_result.TextGrid" 28 "mul" "mul"
"621" "07072022_result.TextGrid" 28 "ei" "ei"
"622" "07072022_result.TextGrid" 28 "tule" "tule"
"623" "07072022_result.TextGrid" 28 "meelde" "meelde"
"624" "07072022_result.TextGrid" 28 "helgi" "####"
"625" "07072022_result.TextGrid" 28 "saldo" "####"
"626" "07072022_result.TextGrid" 28 "ei" "####"
"627" "07072022_result.TextGrid" 28 "no" "####"
"628" "07072022_result.TextGrid" 28 "no" "####"
"629" "07072022_result.TextGrid" 28 "no" "####"
"630" "07072022_result.TextGrid" 28 "no" "####"
"631" "07072022_result.TextGrid" 29 "no" "no"
"632" "07072022_result.TextGrid" 29 "way" "way"
"633" "07072022_result.TextGrid" 29 "before" "before"
"634" "07072022_result.TextGrid" 29 "way" "wa"
"635" "07072022_result.TextGrid" 29 "before" "efore"
"636" "07072022_result.TextGrid" 29 "et" "et"
"637" "07072022_result.TextGrid" 29 "selles" "selles"
"638" "07072022_result.TextGrid" 29 "mõttes" "mõttes"
"639" "07072022_result.TextGrid" 29 "et" "et"
"640" "07072022_result.TextGrid" 29 "midagi" "midagi"
"641" "07072022_result.TextGrid" 29 "nagu" "nagu"
"642" "07072022_result.TextGrid" 29 "on" "on"
"643" "07072022_result.TextGrid" 29 "olnud" "olnud"
"644" "07072022_result.TextGrid" 29 "aga" "aga"
"645" "07072022_result.TextGrid" 29 "ma" "ma"
"646" "07072022_result.TextGrid" 29 "praegu" "praegu"
"647" "07072022_result.TextGrid" 29 "peast" "peast"
"648" "07072022_result.TextGrid" 29 "ei" "ei"
"649" "07072022_result.TextGrid" 29 "mäleta" "mäleta"
"650" "07072022_result.TextGrid" 29 "et" "et"
"651" "07072022_result.TextGrid" 29 "kes" "kes"
"652" "07072022_result.TextGrid" 29 "tahab" "tahab"
"653" "07072022_result.TextGrid" 29 "siis" "siis"
"654" "07072022_result.TextGrid" 29 "kuulake" "kuulake"
"655" "07072022_result.TextGrid" 29 "see" "####"
"656" "07072022_result.TextGrid" 29 "materialismisaade" "####"
"657" "07072022_result.TextGrid" 30 "pepe" "pepe"
"658" "07072022_result.TextGrid" 31 "ei" "ei"
"659" "07072022_result.TextGrid" 31 "olnud" "olnud"
"660" "07072022_result.TextGrid" 31 "kusjuures" "kusjuures"
"661" "07072022_result.TextGrid" 31 "see" "see"
"662" "07072022_result.TextGrid" 31 "oli" "oli"
"663" "07072022_result.TextGrid" 31 "enne" "enne"
"664" "07072022_result.TextGrid" 31 "praidi" "praidi"
"665" "07072022_result.TextGrid" 31 "see" "see"
"666" "07072022_result.TextGrid" 31 "oli" "oli"
"667" "07072022_result.TextGrid" 31 "siis" "siis"
"668" "07072022_result.TextGrid" 31 "kui" "kui"
"669" "07072022_result.TextGrid" 31 "ma" "ma"
"670" "07072022_result.TextGrid" 31 "tulin" "tulin"
"671" "07072022_result.TextGrid" 31 "ma" "ma"
"672" "07072022_result.TextGrid" 31 "nägin" "nägin"
"673" "07072022_result.TextGrid" 31 "välja" "välja"
"674" "07072022_result.TextGrid" 31 "nagu" "nagu"
"675" "07072022_result.TextGrid" 31 "mingi" "mingi"
"676" "07072022_result.TextGrid" 31 "põhikooli" "põhikooli"
"677" "07072022_result.TextGrid" 31 "õpetaja" "õpetaja"
"678" "07072022_result.TextGrid" 31 "jälle" "jälle"
"679" "07072022_result.TextGrid" 31 "hästi" "hästi"
"680" "07072022_result.TextGrid" 31 "värvilises" "värvilises"
"681" "07072022_result.TextGrid" 31 "kleidis" "kleidis"
"682" "07072022_result.TextGrid" 31 "ma" "####"
"683" "07072022_result.TextGrid" 31 "ei" "####"
"684" "07072022_result.TextGrid" 31 "mäleta" "####"
"685" "07072022_result.TextGrid" 31 "seda" "####"
"686" "07072022_result.TextGrid" 31 "when" "####"
"687" "07072022_result.TextGrid" 31 "have" "####"
"688" "07072022_result.TextGrid" 31 "you" "####"
"689" "07072022_result.TextGrid" 31 "not" "####"
"690" "07072022_result.TextGrid" 31 "when" "####"
"691" "07072022_result.TextGrid" 31 "have" "####"
"692" "07072022_result.TextGrid" 31 "i" "####"
"693" "07072022_result.TextGrid" 31 "not" "####"
"694" "07072022_result.TextGrid" 31 "when" "####"
"695" "07072022_result.TextGrid" 31 "has" "####"
"696" "07072022_result.TextGrid" 31 "not" "####"
"697" "07072022_result.TextGrid" 31 "that" "####"
"698" "07072022_result.TextGrid" 31 "been" "####"
"699" "07072022_result.TextGrid" 31 "my" "####"
"700" "07072022_result.TextGrid" 31 "thing" "####"
"701" "07072022_result.TextGrid" 32 "aga" "aga"
"702" "07072022_result.TextGrid" 32 "jaa" "####"
"703" "07072022_result.TextGrid" 32 "ma" "ja"
"704" "07072022_result.TextGrid" 32 "minu" "minu"
"705" "07072022_result.TextGrid" 32 "meelest" "meelest"
"706" "07072022_result.TextGrid" 32 "see" "see"
"707" "07072022_result.TextGrid" 32 "oli" "oli"
"708" "07072022_result.TextGrid" 32 "enne" "enne"
"709" "07072022_result.TextGrid" 32 "aga" "aga"
"710" "07072022_result.TextGrid" 32 "sellel" "sellel"
"711" "07072022_result.TextGrid" 32 "pride" "####"
"712" "07072022_result.TextGrid" 32 "bämil" "bribamil"
"713" "07072022_result.TextGrid" 32 "seal" "see"
"714" "07072022_result.TextGrid" 32 "siis" "siis"
"715" "07072022_result.TextGrid" 32 "ma" "ma"
"716" "07072022_result.TextGrid" 32 "olin" "olin"
"717" "07072022_result.TextGrid" 32 "tööl" "tööl"
"718" "07072022_result.TextGrid" 32 "helikopteris" "helikopteris"
"719" "07072022_result.TextGrid" 32 "siis" "siis"
"720" "07072022_result.TextGrid" 32 "ma" "ma"
"721" "07072022_result.TextGrid" 32 "t" "####"
"722" "07072022_result.TextGrid" 32 "olin" "olin"
"723" "07072022_result.TextGrid" 32 "seal" "seal"
"724" "07072022_result.TextGrid" 32 "baaris" "baaris"
"725" "07072022_result.TextGrid" 32 "oma" "####"
"726" "07072022_result.TextGrid" 33 "et" "et"
"727" "07072022_result.TextGrid" 33 "see" "see"
"728" "07072022_result.TextGrid" 33 "veel" "veel"
"729" "07072022_result.TextGrid" 33 "ma" "ma"
"730" "07072022_result.TextGrid" 33 "mäletan" "mäletan"
"731" "07072022_result.TextGrid" 33 "et" "et"
"732" "07072022_result.TextGrid" 33 "need" "need"
"733" "07072022_result.TextGrid" 33 "kaks" "kaks"
"734" "07072022_result.TextGrid" 33 "nad" "nad"
"735" "07072022_result.TextGrid" 33 "olid" "olid"
"736" "07072022_result.TextGrid" 33 "suhteliselt" "suhteliselt"
"737" "07072022_result.TextGrid" 33 "tõsised" "tõsised"
"738" "07072022_result.TextGrid" 33 "nad" "nad"
"739" "07072022_result.TextGrid" 33 "võtsid" "võtsid"
"740" "07072022_result.TextGrid" 33 "seda" "seda"
"741" "07072022_result.TextGrid" 33 "väga" "väga"
"742" "07072022_result.TextGrid" 33 "tõsiselt" "tõsiselt"
"743" "07072022_result.TextGrid" 33 "ja" "ja"
"744" "07072022_result.TextGrid" 33 "ja" "ja"
"745" "07072022_result.TextGrid" 33 "nagu" "####"
"746" "07072022_result.TextGrid" 33 "jah" "nagu"
"747" "07072022_result.TextGrid" 33 "nii" "nii"
"748" "07072022_result.TextGrid" 33 "paljud" "paljud"
"749" "07072022_result.TextGrid" 33 "inimesed" "inimesed"
"750" "07072022_result.TextGrid" 33 "said" "said"
"751" "07072022_result.TextGrid" 33 "chope" "jope"
"752" "07072022_result.TextGrid" 33 "mingite" "mingite"
"753" "07072022_result.TextGrid" 33 "pisikeste" "pisikeste"
"754" "07072022_result.TextGrid" 33 "asjade" "asjade"
"755" "07072022_result.TextGrid" 33 "pärast" "pärast"
"756" "07072022_result.TextGrid" 33 "aga" "aga"
"757" "07072022_result.TextGrid" 33 "meil" "meil"
"758" "07072022_result.TextGrid" 33 "ei" "ei"
"759" "07072022_result.TextGrid" 33 "olnud" "olnud"
"760" "07072022_result.TextGrid" 33 "see" "see"
"761" "07072022_result.TextGrid" 33 "kultuur" "kultuur"
"762" "07072022_result.TextGrid" 33 "kuidagi" "kuidagi"
"763" "07072022_result.TextGrid" 33 "üldse" "üldse"
"764" "07072022_result.TextGrid" 33 "niiöelda" "niiöelda"
"765" "07072022_result.TextGrid" 33 "teema" "####"
"766" "07072022_result.TextGrid" 33 "mhmh" "teema"
"767" "07072022_result.TextGrid" 33 "ja" "ja"
"768" "07072022_result.TextGrid" 33 "ja" "ja"
"769" "07072022_result.TextGrid" 33 "####" "siis"
"770" "07072022_result.TextGrid" 33 "siis" "võib"
"771" "07072022_result.TextGrid" 33 "võibolla" "olla"
"772" "07072022_result.TextGrid" 33 "saigi" "saigi"
"773" "07072022_result.TextGrid" 33 "nagu" "nagu"
"774" "07072022_result.TextGrid" 33 "selline" "selline"
"775" "07072022_result.TextGrid" 33 "natukene" "natukene"
"776" "07072022_result.TextGrid" 33 "publikusõbralikum" "####"
"777" "07072022_result.TextGrid" 33 "v" "publikusõbralikum"
"778" "07072022_result.TextGrid" 33 "see" "see"
"779" "07072022_result.TextGrid" 33 "bämmi" "bammi"
"780" "07072022_result.TextGrid" 33 "versioon" "versioon"
"781" "07072022_result.TextGrid" 33 "runwayst" "ro"
"782" "07072022_result.TextGrid" 33 "mhmh" "st"
"783" "07072022_result.TextGrid" 33 "nagu" "nagu"
"784" "07072022_result.TextGrid" 34 "ja" "ja"
"785" "07072022_result.TextGrid" 34 "sul" "sul"
"786" "07072022_result.TextGrid" 34 "just" "just"
"787" "07072022_result.TextGrid" 34 "oli" "oli"
"788" "07072022_result.TextGrid" 34 "vist" "vist"
"789" "07072022_result.TextGrid" 34 "esimene" "esimene"
"790" "07072022_result.TextGrid" 34 "workshop" "workshop"
"791" "07072022_result.TextGrid" 34 "sa" "sa"
"792" "07072022_result.TextGrid" 34 "vist" "vist"
"793" "07072022_result.TextGrid" 34 "ei" "ei"
"794" "07072022_result.TextGrid" 34 "ole" "ole"
"795" "07072022_result.TextGrid" 34 "niimoodi" "niimoodi"
"796" "07072022_result.TextGrid" 34 "teinud" "teinud"
"797" "07072022_result.TextGrid" 34 "bämmi" "bammy"
"798" "07072022_result.TextGrid" 34 "runway" "ranwy"
"799" "07072022_result.TextGrid" 34 "workshope" "workshope"
"800" "07072022_result.TextGrid" 34 "varem" "varem"
"801" "07072022_result.TextGrid" 35 "ma" "ma"
"802" "07072022_result.TextGrid" 35 "lihtsalt" "lihtsalt"
"803" "07072022_result.TextGrid" 35 "mõtlen" "mõtlen"
"804" "07072022_result.TextGrid" 35 "et" "et"
"805" "07072022_result.TextGrid" 35 "kas" "kas"
"806" "07072022_result.TextGrid" 35 "sul" "sul"
"807" "07072022_result.TextGrid" 35 "on" "on"
"808" "07072022_result.TextGrid" 35 "mingeid" "mingeid"
"809" "07072022_result.TextGrid" 35 "soovitusi" "soovitusi"
"810" "07072022_result.TextGrid" 35 "neile" "neile"
"811" "07072022_result.TextGrid" 35 "kes" "kes"
"812" "07072022_result.TextGrid" 35 "tahavad" "tahavad"
"813" "07072022_result.TextGrid" 35 "sellel" "sellel"
"814" "07072022_result.TextGrid" 35 "korral" "korral"
"815" "07072022_result.TextGrid" 35 "reedel" "reedel"
"816" "07072022_result.TextGrid" 35 "teha" "teha"
"817" "07072022_result.TextGrid" 35 "runway" "####"
"818" "07072022_result.TextGrid" 35 "ja" "####"
"819" "07072022_result.TextGrid" 35 "võita" "ranway"
"820" "07072022_result.TextGrid" 36 "kuulge" "kuulge"
"821" "07072022_result.TextGrid" 36 "aga" "aga"
"822" "07072022_result.TextGrid" 36 "teeme" "teeme"
"823" "07072022_result.TextGrid" 36 "väikse" "väikse"
"824" "07072022_result.TextGrid" 36 "pausi" "pausi"
"825" "07072022_result.TextGrid" 36 "kuulame" "kuulame"
"826" "07072022_result.TextGrid" 36 "ühte" "ühte"
"827" "07072022_result.TextGrid" 36 "laulu" "laulu"
"828" "07072022_result.TextGrid" 36 "kas" "kas"
"829" "07072022_result.TextGrid" 36 "sa" "sa"
"830" "07072022_result.TextGrid" 36 "tahad" "tahad"
"831" "07072022_result.TextGrid" 36 "sissejuhatuse" "sissejuhatuse"
"832" "07072022_result.TextGrid" 36 "teha" "teha"
"833" "07072022_result.TextGrid" 36 "sellele" "sellele"
"834" "07072022_result.TextGrid" 36 "rene" "rene"
"835" "07072022_result.TextGrid" 37 "see" "see"
"836" "07072022_result.TextGrid" 37 "on" "on"
"837" "07072022_result.TextGrid" 37 "siis" "siis"
"838" "07072022_result.TextGrid" 37 "house" "house"
"839" "07072022_result.TextGrid" 37 "of" "of"
"840" "07072022_result.TextGrid" 37 "pedestriani" "pedestieni"
"841" "07072022_result.TextGrid" 37 "esimene" "esimene"
"842" "07072022_result.TextGrid" 37 "singel" "singel"
"843" "07072022_result.TextGrid" 37 "house" "house"
"844" "07072022_result.TextGrid" 37 "of" "of"
"845" "07072022_result.TextGrid" 37 "pedestrian" "pedestrien"
"846" "07072022_result.TextGrid" 37 "on" "on"
"847" "07072022_result.TextGrid" 37 "nii" "nii"
"848" "07072022_result.TextGrid" 37 "öelda" "öelda"
"849" "07072022_result.TextGrid" 37 "i" "####"
"850" "07072022_result.TextGrid" 37 "dont" "####"
"851" "07072022_result.TextGrid" 37 "even" "####"
"852" "07072022_result.TextGrid" 37 "know" "####"
"853" "07072022_result.TextGrid" 37 "how" "####"
"854" "07072022_result.TextGrid" 37 "to" "####"
"855" "07072022_result.TextGrid" 37 "fucking" "####"
"856" "07072022_result.TextGrid" 37 "say" "####"
"857" "07072022_result.TextGrid" 37 "see" "####"
"858" "07072022_result.TextGrid" 37 "on" "####"
"859" "07072022_result.TextGrid" 37 "lihtsalt" "####"
"860" "07072022_result.TextGrid" 37 "re" "####"
"861" "07072022_result.TextGrid" 37 "rene" "####"
"862" "07072022_result.TextGrid" 37 "ehk" "####"
"863" "07072022_result.TextGrid" 37 "siis" "####"
"864" "07072022_result.TextGrid" 37 "chloé" "####"
"865" "07072022_result.TextGrid" 37 "lagucci" "####"
"866" "07072022_result.TextGrid" 37 "nasty" "####"
"867" "07072022_result.TextGrid" 37 "nick" "####"
"868" "07072022_result.TextGrid" 37 "nicky" "####"
"869" "07072022_result.TextGrid" 37 "da" "####"
"870" "07072022_result.TextGrid" 37 "pedestrian" "####"
"871" "07072022_result.TextGrid" 37 "ehk" "####"
"872" "07072022_result.TextGrid" 37 "pasha" "####"
"873" "07072022_result.TextGrid" 37 "ja" "####"
"874" "07072022_result.TextGrid" 37 "mina" "####"
"875" "07072022_result.TextGrid" 37 "helgi" "####"
"876" "07072022_result.TextGrid" 37 "saldo" "####"
"877" "07072022_result.TextGrid" 37 "oleme" "####"
"878" "07072022_result.TextGrid" 37 "siis" "####"
"879" "07072022_result.TextGrid" 37 "niiöelda" "####"
"880" "07072022_result.TextGrid" 37 "selline" "####"
"881" "07072022_result.TextGrid" 38 "drag" "drag"
"882" "07072022_result.TextGrid" 38 "maja" "maja"
"883" "07072022_result.TextGrid" 38 "kollektiiv" "kollektiiv"
"884" "07072022_result.TextGrid" 38 "seltsimaja" "seltsimaja"
"885" "07072022_result.TextGrid" 39 "kes" "kes"
